@relation gps_clustered

@attribute Instance_number numeric
@attribute udid string
@attribute jingdu numeric
@attribute weidu numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
40,2a1984921908c9b52d3234a6e8869111,0.265899,0.648888,cluster9
41,2a1984921908c9b52d3234a6e8869111,0.265899,0.648888,cluster9
42,2a1984921908c9b52d3234a6e8869111,0.265899,0.648888,cluster9
43,2a1984921908c9b52d3234a6e8869111,0.265888,0.648888,cluster9
44,2dffae2545576647da5b4bba2eda8ecc,0.379146,0.640303,cluster3
45,2940cbde301cb45708959541e3f1aed1,0.349375,0.578204,cluster6
46,2a1984921908c9b52d3234a6e8869111,0.265893,0.648894,cluster9
47,2a1984921908c9b52d3234a6e8869111,0.265663,0.648867,cluster9
48,2a1984921908c9b52d3234a6e8869111,0.265663,0.648867,cluster9
49,3028a12c8803e658727744ecfea9fa4f,0.280948,0.618143,cluster9
50,3028a12c8803e658727744ecfea9fa4f,0.280948,0.618143,cluster9
51,2a1984921908c9b52d3234a6e8869111,0.265892,0.648886,cluster9
52,2a1984921908c9b52d3234a6e8869111,0.26589,0.648887,cluster9
53,2a1984921908c9b52d3234a6e8869111,0.265901,0.648889,cluster9
54,2a1984921908c9b52d3234a6e8869111,0.265901,0.648889,cluster9
55,2a1984921908c9b52d3234a6e8869111,0.265898,0.648889,cluster9
56,2a1984921908c9b52d3234a6e8869111,0.265895,0.648889,cluster9
57,2a1984921908c9b52d3234a6e8869111,0.265901,0.648889,cluster9
58,2a1984921908c9b52d3234a6e8869111,0.265901,0.648889,cluster9
59,2a1984921908c9b52d3234a6e8869111,0.265654,0.648883,cluster9
60,2a1984921908c9b52d3234a6e8869111,0.265663,0.648867,cluster9
61,2dffae2545576647da5b4bba2eda8ecc,0.379146,0.640303,cluster3
62,38283560f806ecae5f09ec8866c5408d,0.25562,0.623428,cluster9
63,388c50db523b8091dc408b38a4702466,0.488684,0.686857,cluster8
64,388c50db523b8091dc408b38a4702466,0.488684,0.686857,cluster8
65,3bb2bb367fc4367cd9542ed77a798de3,0.359134,0.672395,cluster4
66,3bb2bb367fc4367cd9542ed77a798de3,0.359126,0.672437,cluster4
67,3bb2bb367fc4367cd9542ed77a798de3,0.35913,0.672418,cluster4
68,3bb2bb367fc4367cd9542ed77a798de3,0.359131,0.67241,cluster4
69,3bb2bb367fc4367cd9542ed77a798de3,0.359126,0.672437,cluster4
70,3bb2bb367fc4367cd9542ed77a798de3,0.359141,0.672445,cluster4
71,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.281721,0.658828,cluster10
72,40dce200404ffdbaba367db7effdf87a,0.265882,0.646344,cluster9
73,33d9b805a6bd081662d6881d4ac4e235,0.349068,0.637352,cluster4
74,33e643af455c520ee31a1e3548eec309,0.258882,0.640655,cluster9
75,33e643af455c520ee31a1e3548eec309,0.258865,0.640663,cluster9
76,368f8f7e4db4c42ab19d94d1612be13f,0.48711,0.685715,cluster8
77,368f8f7e4db4c42ab19d94d1612be13f,0.48711,0.685715,cluster8
78,38283560f806ecae5f09ec8866c5408d,0.255629,0.623427,cluster9
79,38283560f806ecae5f09ec8866c5408d,0.255635,0.623427,cluster9
80,38283560f806ecae5f09ec8866c5408d,0.25564,0.623427,cluster9
81,38283560f806ecae5f09ec8866c5408d,0.255636,0.62343,cluster9
82,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.282333,0.658777,cluster10
83,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.282342,0.658772,cluster10
84,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.282347,0.65877,cluster10
85,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.282322,0.658782,cluster10
86,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.281714,0.658826,cluster10
87,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.281697,0.65882,cluster10
88,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.281722,0.658829,cluster10
89,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.281706,0.658823,cluster10
90,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.281702,0.658822,cluster10
91,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.281721,0.658828,cluster10
92,3e7b9dba4fad4d5ba22dfcc0e54208d0,0.315638,0.622157,cluster10
93,3e7b9dba4fad4d5ba22dfcc0e54208d0,0.315638,0.622157,cluster10
94,3e7b9dba4fad4d5ba22dfcc0e54208d0,0.315638,0.622157,cluster10
95,3f105e588eb8e5ae56acc592e9e57291,0.507918,0.703092,cluster2
96,3f1e7d0f2cf2f1a90639474b524ac08d,0.25382,0.633858,cluster9
97,3db14374a7d5812719e81d414a4c8adf,0.357295,0.675326,cluster4
98,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.281718,0.658827,cluster10
99,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.282346,0.65879,cluster10
100,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.282343,0.658792,cluster10
101,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.282322,0.658783,cluster10
102,3de3bcafd9cf6fa605327f5f6c4bf2eb,0.2817,0.658823,cluster10
103,4103bf29252c741a589e49fe9e368dd2,0.450467,0.627141,cluster0
104,4103bf29252c741a589e49fe9e368dd2,0.450462,0.627142,cluster0
105,4103bf29252c741a589e49fe9e368dd2,0.450122,0.62729,cluster0
106,4103bf29252c741a589e49fe9e368dd2,0.450122,0.62729,cluster0
107,4103bf29252c741a589e49fe9e368dd2,0.450122,0.62729,cluster0
108,431bf37977b2173cda9674d5ede6b1fa,0.36633,0.659985,cluster4
109,461b5a137c139e074a4a7613749b1d8c,0.484148,0.687588,cluster8
110,461b5a137c139e074a4a7613749b1d8c,0.484151,0.68759,cluster8
111,4f919f35bd32de3a8829e8aa1e902ce3,0.461773,0.648011,cluster0
112,4f919f35bd32de3a8829e8aa1e902ce3,0.461778,0.648011,cluster0
113,4fbad1b616dbe87a6e7f581f64ae7933,0.394346,0.655304,cluster7
114,4fbad1b616dbe87a6e7f581f64ae7933,0.394343,0.655304,cluster7
115,510c631b2230db845fa5c6c225639cef,0.255167,0.630944,cluster9
116,510c631b2230db845fa5c6c225639cef,0.255167,0.630944,cluster9
117,510c631b2230db845fa5c6c225639cef,0.255167,0.630944,cluster9
118,510c631b2230db845fa5c6c225639cef,0.255166,0.630944,cluster9
119,51a7a0aba3186e1c70521ddf7fc9ac49,0.475131,0.601402,cluster0
120,431bf37977b2173cda9674d5ede6b1fa,0.366301,0.659947,cluster4
121,431bf37977b2173cda9674d5ede6b1fa,0.366317,0.659944,cluster4
122,431bf37977b2173cda9674d5ede6b1fa,0.366325,0.65995,cluster4
123,431bf37977b2173cda9674d5ede6b1fa,0.366325,0.659952,cluster4
124,431bf37977b2173cda9674d5ede6b1fa,0.36635,0.659922,cluster4
125,431bf37977b2173cda9674d5ede6b1fa,0.366385,0.65994,cluster4
126,4e1ea5409724b45077c11472661240b3,0.359829,0.672668,cluster4
127,4e1ea5409724b45077c11472661240b3,0.359832,0.672678,cluster4
128,4e1ea5409724b45077c11472661240b3,0.359833,0.672684,cluster4
129,4e1ea5409724b45077c11472661240b3,0.35983,0.672669,cluster4
130,4e8704dbc2ee2a4176946ec698eb9e9f,0.471764,0.620474,cluster0
131,559c7a584bb0ceb0b7cae07a292b253b,0.256964,0.60172,cluster9
132,560d2aa3188d21a9d0e35491b22e5477,0.357902,0.674666,cluster4
133,560d2aa3188d21a9d0e35491b22e5477,0.357881,0.674655,cluster4
134,588facd1aa1d81b00d1818284e20f76d,0.277339,0.655479,cluster10
135,588facd1aa1d81b00d1818284e20f76d,0.277339,0.655476,cluster10
136,588facd1aa1d81b00d1818284e20f76d,0.277339,0.655475,cluster10
137,588facd1aa1d81b00d1818284e20f76d,0.277339,0.655472,cluster10
138,588facd1aa1d81b00d1818284e20f76d,0.277339,0.655497,cluster10
139,58b388c3179987e753c113bd695e5a7b,0.510916,0.492069,cluster1
140,557ff4fe883c254307d28996a3770c4b,0.358585,0.675444,cluster4
141,5f070362f2c9d04769ea0927601cfd9c,0.254231,0.628215,cluster9
142,5f2957e4985ea30927d01a9c7dc098b0,0.287068,0.661485,cluster10
143,5f2957e4985ea30927d01a9c7dc098b0,0.28707,0.6615,cluster10
144,5f9eb2ed2adc421a3b99e57f031dbc46,0.485229,0.702355,cluster8
145,547a782d1e6b2938cbee4f8c606537d9,0.363308,0.666393,cluster4
146,560d2aa3188d21a9d0e35491b22e5477,0.357881,0.674655,cluster4
147,560d2aa3188d21a9d0e35491b22e5477,0.357881,0.674655,cluster4
148,560d2aa3188d21a9d0e35491b22e5477,0.357881,0.674655,cluster4
149,560d2aa3188d21a9d0e35491b22e5477,0.357881,0.674655,cluster4
150,560d2aa3188d21a9d0e35491b22e5477,0.35787,0.674669,cluster4
151,58b388c3179987e753c113bd695e5a7b,0.510882,0.492072,cluster1
152,58b388c3179987e753c113bd695e5a7b,0.510877,0.492078,cluster1
153,58b388c3179987e753c113bd695e5a7b,0.510891,0.492063,cluster1
154,5a48d660dcaccb01eea865d64dd8647f,0.358472,0.670098,cluster4
155,5a48d660dcaccb01eea865d64dd8647f,0.35845,0.670098,cluster4
156,5a48d660dcaccb01eea865d64dd8647f,0.358458,0.670098,cluster4
157,5a87ad37965afc251e9a540619fe6bb7,0.50834,0.696419,cluster2
158,64833bcaa8329c00a8fd77851da8a5f6,0.475444,0.673111,cluster8
159,64833bcaa8329c00a8fd77851da8a5f6,0.475442,0.67311,cluster8
160,703b6dddcc4913861edbb0a5a980b9e2,0.461476,0.645889,cluster0
161,703b6dddcc4913861edbb0a5a980b9e2,0.461476,0.645889,cluster0
162,703b6dddcc4913861edbb0a5a980b9e2,0.461476,0.645889,cluster0
163,71daa39f8b73b10a27b72886b82c2286,0.324391,0.674103,cluster4
164,71daa39f8b73b10a27b72886b82c2286,0.324391,0.674106,cluster4
165,71daa39f8b73b10a27b72886b82c2286,0.324397,0.674078,cluster4
166,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358149,0.670641,cluster4
167,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358127,0.670645,cluster4
168,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358116,0.670646,cluster4
169,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358133,0.670653,cluster4
170,7270bfb8ef40d9f2a8af87093d71e44f,0.355668,0.67606,cluster4
171,7270bfb8ef40d9f2a8af87093d71e44f,0.355673,0.676059,cluster4
172,64833bcaa8329c00a8fd77851da8a5f6,0.475397,0.672901,cluster8
173,64833bcaa8329c00a8fd77851da8a5f6,0.475386,0.672904,cluster8
174,696a134e870997080a96e872a3a4308e,0.393673,0.651108,cluster7
175,696a134e870997080a96e872a3a4308e,0.393534,0.651318,cluster7
176,69d78ddc08f5c0254f3fc870cda38d33,0.257377,0.601508,cluster9
177,69d78ddc08f5c0254f3fc870cda38d33,0.257379,0.601508,cluster9
178,69d78ddc08f5c0254f3fc870cda38d33,0.257392,0.601508,cluster9
179,69d78ddc08f5c0254f3fc870cda38d33,0.257346,0.601495,cluster9
180,6aa5112c0c4e13d627aa05e269b3e7f4,0.357613,0.672406,cluster4
181,6af6a50e851441e37bea04a88e6431e3,0.367834,0.633624,cluster3
182,6e6714c36ecb4c4cf8addb3593731354,0.488802,0.687427,cluster8
183,6e6714c36ecb4c4cf8addb3593731354,0.488829,0.687429,cluster8
184,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358112,0.670649,cluster4
185,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358134,0.670653,cluster4
186,7270bfb8ef40d9f2a8af87093d71e44f,0.355672,0.67606,cluster4
187,7270bfb8ef40d9f2a8af87093d71e44f,0.355675,0.676059,cluster4
188,7270bfb8ef40d9f2a8af87093d71e44f,0.355667,0.67606,cluster4
189,7270bfb8ef40d9f2a8af87093d71e44f,0.35564,0.676019,cluster4
190,7270bfb8ef40d9f2a8af87093d71e44f,0.355658,0.676061,cluster4
191,655fa86468303ed2910e8fabc5fb0def,0.449834,0.675449,cluster0
192,655fa86468303ed2910e8fabc5fb0def,0.44985,0.675459,cluster0
193,6654ee124b11d50cc1d5eca702a0f4a2,0.339455,0.624432,cluster6
194,6e64fc44de9aa539539ee3d20e92c878,0.456423,0.656294,cluster0
195,6e64fc44de9aa539539ee3d20e92c878,0.456461,0.656312,cluster0
196,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358167,0.670672,cluster4
197,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358134,0.670654,cluster4
198,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358106,0.670649,cluster4
199,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358104,0.670648,cluster4
200,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358134,0.670653,cluster4
201,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358146,0.67066,cluster4
202,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358154,0.670665,cluster4
203,721c909d3c5fd6e67a5ecc7ad5475e9c,0.35816,0.670668,cluster4
204,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358134,0.670654,cluster4
205,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358123,0.670651,cluster4
206,721c909d3c5fd6e67a5ecc7ad5475e9c,0.358116,0.67065,cluster4
207,7270bfb8ef40d9f2a8af87093d71e44f,0.355679,0.676059,cluster4
208,7270bfb8ef40d9f2a8af87093d71e44f,0.355679,0.676059,cluster4
209,7270bfb8ef40d9f2a8af87093d71e44f,0.355679,0.676059,cluster4
210,7711dfe0d723ef094f262ecddb261664,0.286072,0.612233,cluster9
211,7711dfe0d723ef094f262ecddb261664,0.286076,0.612233,cluster9
212,7e263423a5258985821c196fc86f9ac7,0.305706,0.625308,cluster10
213,800330dcb161c8b82b3decc235498b5a,0.357959,0.674911,cluster4
214,800330dcb161c8b82b3decc235498b5a,0.357942,0.674913,cluster4
215,7711dfe0d723ef094f262ecddb261664,0.286084,0.612235,cluster9
216,7711dfe0d723ef094f262ecddb261664,0.286095,0.612239,cluster9
217,78ad893ce381641ded5c93eda6f7cd6a,0.364313,0.666195,cluster4
218,81758d4e5a5803b3e4e07a75d255596e,0.358101,0.674852,cluster4
219,81758d4e5a5803b3e4e07a75d255596e,0.358098,0.674851,cluster4
220,81758d4e5a5803b3e4e07a75d255596e,0.358096,0.67485,cluster4
221,81758d4e5a5803b3e4e07a75d255596e,0.358094,0.67485,cluster4
222,727c77a7f424d0b5e99330207da069ce,0.34109,0.675227,cluster4
223,727c77a7f424d0b5e99330207da069ce,0.341201,0.67519,cluster4
224,727c77a7f424d0b5e99330207da069ce,0.341214,0.67519,cluster4
225,79bac1256df51bb553d73203604e678b,0.352384,0.589396,cluster6
226,79bac1256df51bb553d73203604e678b,0.352383,0.589396,cluster6
227,83b6c5c95572ab0132a3224da3973fcc,0.462307,0.646175,cluster0
228,86c01ead1c4f494c4fe39952913ecad1,0.32943,0.666799,cluster4
229,86c01ead1c4f494c4fe39952913ecad1,0.32943,0.666799,cluster4
230,86c01ead1c4f494c4fe39952913ecad1,0.330006,0.666562,cluster4
231,86c01ead1c4f494c4fe39952913ecad1,0.329998,0.666571,cluster4
232,86c01ead1c4f494c4fe39952913ecad1,0.32943,0.666799,cluster4
233,8d7ab86ea6616666e0637efa2e704521,0.385445,0.661688,cluster7
234,8d7ab86ea6616666e0637efa2e704521,0.385475,0.661664,cluster7
235,8312f3db470108d2c6094c21678b053d,0.262752,0.630856,cluster9
236,8312f3db470108d2c6094c21678b053d,0.262781,0.630864,cluster9
237,8312f3db470108d2c6094c21678b053d,0.262761,0.630853,cluster9
238,8edf8f83a8fd47ed421a8d25d914aabf,0.412015,0.644898,cluster7
239,8edf8f83a8fd47ed421a8d25d914aabf,0.411979,0.644897,cluster7
240,90bea494391f29698016f629720fcc59,0.295341,0.662566,cluster10
241,90bea494391f29698016f629720fcc59,0.295341,0.662566,cluster10
242,925ec2a90d227b8ae785ab8af4463270,0.432684,0.674341,cluster7
243,925ec2a90d227b8ae785ab8af4463270,0.432686,0.674342,cluster7
244,925ec2a90d227b8ae785ab8af4463270,0.432686,0.674339,cluster7
245,934643f4e69483c5592295a0492983af,0.449188,0.675416,cluster0
246,93a030f43dd02075ee43e32b0804bc31,0.259351,0.629824,cluster9
247,93a030f43dd02075ee43e32b0804bc31,0.259353,0.62982,cluster9
248,93a030f43dd02075ee43e32b0804bc31,0.259353,0.629819,cluster9
249,93a030f43dd02075ee43e32b0804bc31,0.25935,0.629816,cluster9
250,93a030f43dd02075ee43e32b0804bc31,0.259316,0.629811,cluster9
251,93a030f43dd02075ee43e32b0804bc31,0.258679,0.629023,cluster9
252,97e63ae6d3b2f7ce0595622772ce103c,0.357411,0.67492,cluster4
253,97e63ae6d3b2f7ce0595622772ce103c,0.35783,0.675211,cluster4
254,97e63ae6d3b2f7ce0595622772ce103c,0.357839,0.675218,cluster4
255,97e63ae6d3b2f7ce0595622772ce103c,0.35777,0.675187,cluster4
256,9b8354f84d1212b37e81a3fd0b744333,0.381809,0.667102,cluster4
257,9ede4db7fc1fc226af16c1a2cb539abc,0.256702,0.6359,cluster9
258,9ede4db7fc1fc226af16c1a2cb539abc,0.2567,0.6359,cluster9
259,925ec2a90d227b8ae785ab8af4463270,0.43269,0.674339,cluster7
260,9a5ce38981e7ebd8c1c75b1992ad4d52,0.251579,0.616338,cluster9
261,9dffd36457a9c715c409eb6654b4eb46,0.402151,0.657034,cluster7
262,a0bf7d35f083c4c071c0328a038cad8a,0.476395,0.683826,cluster8
263,a0bf7d35f083c4c071c0328a038cad8a,0.476395,0.683826,cluster8
264,b00cdeb65fc6db067666b6e58b6426d5,0.525283,0.727566,cluster2
265,b00cdeb65fc6db067666b6e58b6426d5,0.525283,0.727566,cluster2
266,b00cdeb65fc6db067666b6e58b6426d5,0.525282,0.727566,cluster2
267,a6697904dcebf2447b6a4a770b01e617,0.422297,0.650341,cluster7
268,a6de03563bb003dabfe3b6cd4c1760a6,0.385949,0.661031,cluster7
269,a6de03563bb003dabfe3b6cd4c1760a6,0.385975,0.661019,cluster7
270,a6de03563bb003dabfe3b6cd4c1760a6,0.385963,0.661019,cluster7
271,ac1cccd4842c928ee139bf338139993a,0.242984,0.616345,cluster9
272,ac1cccd4842c928ee139bf338139993a,0.242983,0.616008,cluster9
273,ac1cccd4842c928ee139bf338139993a,0.242983,0.616008,cluster9
274,ac1cccd4842c928ee139bf338139993a,0.242983,0.616008,cluster9
275,ac1cccd4842c928ee139bf338139993a,0.242983,0.616008,cluster9
276,ac1cccd4842c928ee139bf338139993a,0.242983,0.616008,cluster9
277,ac1cccd4842c928ee139bf338139993a,0.242983,0.616008,cluster9
278,b00cdeb65fc6db067666b6e58b6426d5,0.525279,0.727569,cluster2
279,b00cdeb65fc6db067666b6e58b6426d5,0.525276,0.727571,cluster2
280,b00cdeb65fc6db067666b6e58b6426d5,0.525275,0.727572,cluster2
281,b00cdeb65fc6db067666b6e58b6426d5,0.525282,0.727566,cluster2
282,b00cdeb65fc6db067666b6e58b6426d5,0.525282,0.727566,cluster2
283,a6697904dcebf2447b6a4a770b01e617,0.422297,0.650341,cluster7
284,a6de03563bb003dabfe3b6cd4c1760a6,0.385949,0.661031,cluster7
285,a76228e9e8265d77038bd9d08322046b,0.260305,0.629123,cluster9
286,a76228e9e8265d77038bd9d08322046b,0.260307,0.629124,cluster9
287,a76228e9e8265d77038bd9d08322046b,0.260308,0.629124,cluster9
288,a76228e9e8265d77038bd9d08322046b,0.26031,0.629125,cluster9
289,ac1cccd4842c928ee139bf338139993a,0.242906,0.616318,cluster9
290,ac1cccd4842c928ee139bf338139993a,0.242963,0.616302,cluster9
291,b0745f7f53a9ba8bc2dda9347088134d,0.266319,0.646202,cluster9
292,b284326ef58e5d8f47d8f02d98fb52f9,0.358799,0.665639,cluster4
293,ba8d4bc9e4c1be4b97c6547b0ba0b96c,0.366922,0.660651,cluster4
294,ba8d4bc9e4c1be4b97c6547b0ba0b96c,0.366927,0.660651,cluster4
295,ba8d4bc9e4c1be4b97c6547b0ba0b96c,0.366867,0.660646,cluster4
296,ba8d4bc9e4c1be4b97c6547b0ba0b96c,0.366867,0.660645,cluster4
297,ba8d4bc9e4c1be4b97c6547b0ba0b96c,0.366867,0.660646,cluster4
298,bf06cdeac7b3f5412e238d2b9e921588,0.483055,0.685686,cluster8
299,bf06cdeac7b3f5412e238d2b9e921588,0.483057,0.685686,cluster8
300,bf06cdeac7b3f5412e238d2b9e921588,0.483055,0.685686,cluster8
301,b284326ef58e5d8f47d8f02d98fb52f9,0.358788,0.665617,cluster4
302,b284326ef58e5d8f47d8f02d98fb52f9,0.358788,0.665618,cluster4
303,b4cce3c3decb5706bfcc7ffd1b054f9b,0.358413,0.675683,cluster4
304,bbab8c4f7df43ea093c89e1b53c1539b,0.358114,0.675132,cluster4
305,b861a5424f7525898dc4053269eb1b55,0.30578,0.661014,cluster10
306,bf2094162a1eed32e78967cea000f7b9,0.342047,0.679365,cluster4
307,c06aca0f4893281c06850eb8cc2e6a3b,0.435068,0.653376,cluster0
308,c30620d77bc9b295fbe871e97dec63f6,0.391905,0.660126,cluster7
309,c3a0e0fc756518a03a46a210a7634a2a,0.359464,0.674891,cluster4
310,c3a0e0fc756518a03a46a210a7634a2a,0.359466,0.67488,cluster4
311,c3a0e0fc756518a03a46a210a7634a2a,0.359466,0.67488,cluster4
312,c3a0e0fc756518a03a46a210a7634a2a,0.359466,0.67488,cluster4
313,c42276e99cd20c7df1e84324a4dff451,0.28057,0.65888,cluster10
314,cbcac53256aedaacc09bd6c872c253bb,0.465993,0.594351,cluster1
315,d01e6e5ed0319794437fd199a1bc920e,0.2603,0.629171,cluster9
316,d08df25450eb798ef73cd23319643603,0.361304,0.668715,cluster4
317,d1543e78373b5b1177fa7c318f3390c4,0.25664,0.632663,cluster9
318,d1543e78373b5b1177fa7c318f3390c4,0.256665,0.632668,cluster9
319,d1543e78373b5b1177fa7c318f3390c4,0.256665,0.632668,cluster9
320,d25a5f7944f217b430c53e65e5a1bfcb,0.280495,0.65861,cluster10
321,c95b346637881ba92e9584019ef67b85,0.509073,0.696233,cluster2
322,d01e6e5ed0319794437fd199a1bc920e,0.26027,0.629159,cluster9
323,d106d5c68bd6583c3fd047af19606cf6,0.317172,0.627186,cluster10
324,c8743f554a726362192e26d797f08411,0.391899,0.659816,cluster7
325,c8743f554a726362192e26d797f08411,0.391895,0.659817,cluster7
326,cc7c9b70af93bed711dcdee2f73108f6,0.469138,0.610959,cluster0
327,d1543e78373b5b1177fa7c318f3390c4,0.256665,0.632668,cluster9
328,d1543e78373b5b1177fa7c318f3390c4,0.256665,0.632668,cluster9
329,d25a5f7944f217b430c53e65e5a1bfcb,0.277074,0.656425,cluster10
330,d455e7712ea3d45c0a9d38a44ca08357,0.36445,0.674986,cluster4
331,d571b1801d35a12088878ead521c3e03,0.376165,0.664281,cluster4
332,d97fe2e148c389343442d166ca2de28a,0.336608,0.591504,cluster6
333,d97fe2e148c389343442d166ca2de28a,0.33661,0.591506,cluster6
334,d9cd343add5f2f5d6494a97c8cb57d89,0.307528,0.664044,cluster10
335,d2bb021713fcca8f6234deb7c1d54a83,0.396285,0.608251,cluster3
336,d607424f08cc64ed066e05a5db5cfb6e,0.410784,0.638959,cluster7
337,d607424f08cc64ed066e05a5db5cfb6e,0.410784,0.638959,cluster7
338,d607424f08cc64ed066e05a5db5cfb6e,0.410773,0.638972,cluster7
339,dadc81859994897e787b577dd7021875,0.444328,0.638059,cluster0
340,d25a5f7944f217b430c53e65e5a1bfcb,0.277074,0.656425,cluster10
341,d2bb021713fcca8f6234deb7c1d54a83,0.396285,0.608251,cluster3
342,d4658d08d33743234eb0313d52638600,0.357729,0.675305,cluster4
343,d47498c2a3551106b8c83b2af0240dd3,0.361563,0.668403,cluster4
344,d47498c2a3551106b8c83b2af0240dd3,0.361523,0.668414,cluster4
345,d47498c2a3551106b8c83b2af0240dd3,0.361521,0.668413,cluster4
346,d9e01daeffc55bce687a5034b07a3266,0.254693,0.633603,cluster9
347,e93ca30d3f726760c40236ce36c4bbd4,0.260874,0.629724,cluster9
348,e93ca30d3f726760c40236ce36c4bbd4,0.260874,0.629724,cluster9
349,e93ca30d3f726760c40236ce36c4bbd4,0.260874,0.629724,cluster9
350,e973add4fe15f8c33c1329ca70ec3c81,0.287951,0.635372,cluster10
